name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.admin_staff\` has a foreign key \`admin_staff_invited_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""admin_staff"",""type"":""table"",""schema"":""public"",""fkey_name"":""admin_staff_invited_by_fkey"",""fkey_columns"":[9]}",unindexed_foreign_keys_public_admin_staff_admin_staff_invited_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_applications\` has a foreign key \`affiliate_applications_commission_group_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_applications"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_applications_commission_group_id_fkey"",""fkey_columns"":[13]}",unindexed_foreign_keys_public_affiliate_applications_affiliate_applications_commission_group_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_applications\` has a foreign key \`affiliate_applications_user_id_users_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_applications"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_applications_user_id_users_id_fk"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_affiliate_applications_affiliate_applications_user_id_users_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_bank_details\` has a foreign key \`affiliate_bank_details_user_id_users_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_bank_details"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_bank_details_user_id_users_id_fk"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_affiliate_bank_details_affiliate_bank_details_user_id_users_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_clicks\` has a foreign key \`affiliate_clicks_affiliate_id_users_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_clicks"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_clicks_affiliate_id_users_id_fk"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_affiliate_clicks_affiliate_clicks_affiliate_id_users_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_clicks\` has a foreign key \`affiliate_clicks_course_id_courses_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_clicks"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_clicks_course_id_courses_id_fk"",""fkey_columns"":[5]}",unindexed_foreign_keys_public_affiliate_clicks_affiliate_clicks_course_id_courses_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_creatives\` has a foreign key \`affiliate_creatives_uploaded_by_admin_id_users_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_creatives"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_creatives_uploaded_by_admin_id_users_id_fk"",""fkey_columns"":[7]}",unindexed_foreign_keys_public_affiliate_creatives_affiliate_creatives_uploaded_by_admin_id_users_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_kyc\` has a foreign key \`affiliate_kyc_user_id_users_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_kyc"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_kyc_user_id_users_id_fk"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_affiliate_kyc_affiliate_kyc_user_id_users_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.affiliate_pixels\` has a foreign key \`affiliate_pixels_user_id_users_id_fk\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""affiliate_pixels"",""type"":""table"",""schema"":""public"",""fkey_name"":""affiliate_pixels_user_id_users_id_fk"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_affiliate_pixels_affiliate_pixels_user_id_users_id_fk
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.automation_funnel_steps\` has a foreign key \`automation_funnel_steps_funnel_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""automation_funnel_steps"",""type"":""table"",""schema"":""public"",""fkey_name"":""automation_funnel_steps_funnel_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_automation_funnel_steps_automation_funnel_steps_funnel_id_fkey
